País,ID Candidato,Género,Carrera Gestional,Avance,Semestres Totales,Postulados Si/No,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Apto/No Apto,Destacado Pym,Ingles,Apto,Destacado,Ingresados Si/No
México,150421074,F,Ing. Geología,7,9,,,,,,,,,,,,,,
México,160421001,F,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421002,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421003,M,Ing. Tecnologías Computacionales,6,9,,,,,,,,,,,,,,
México,160421005,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421006,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421007,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421008,M,Ing. Tecnologías Computacionales,5,9,,,,,,,,,,,,,,
México,160421009,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421010,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421011,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421012,F,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421013,F,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421014,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421015,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421016,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421017,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421018,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,160421019,M,Ing. Tecnologías Computacionales,4,9,,,,,,,,,,,,,,
México,190421002,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421003,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421004,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421005,F,Ing. Industrial,8,10,Si,,,,,,,,,,,,,
México,190421006,F,Ing. Ambiental,8,10,,,,,,,,,,,,,,
México,190421007,F,Administración ,8,10,,,,,,,,,,,,,,
México,190421008,M,Ing. Bioquímica,6,10,,,,,,,,,,,,,,
México,190421009,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421010,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421011,F,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421012,M,Ing. Bioquímica,6,10,,,,,,,,,,,,,,
México,190421013,F,Ing. Mecatrónica/Electrónica,6,10,,,,,,,,,,,,,,
México,190421014,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421015,M,Ing. Mecatrónica/Electrónica,8,10,,,,,,,,,,,,,,
México,190421016,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421017,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421018,M,Administración ,8,10,,,,,,,,,,,,,,
México,190421019,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421020,F,Ing. Industrial,9,10,,,,,,,,,,,,,,
México,190421021,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421022,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421023,M,Contabilidad,8,10,,,,,,,,,,,,,,
México,190421024,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421025,F,Ing. Ambiental,6,10,,,,,,,,,,,,,,
México,190421026,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421027,M,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421030,F,Administración ,8,10,,,,,,,,,,,,,,
México,190421031,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421032,M,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421033,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421034,M,Ing. Informática,6,10,,,,,,,,,,,,,,
México,190421035,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421036,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421037,M,Ing. Informática,6,10,,,,,,,,,,,,,,
México,190421038,F,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421039,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421040,M,Ing. Mecatrónica/Electrónica,8,10,,,,,,,,,,,,,,
México,190421041,F,Ing. Ambiental,8,10,,,,,,,,,,,,,,
México,190421042,F,Ing. Industrial,8,10,Si,,,,,,,,,,,,,
México,190421043,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421044,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421045,M,Ing. Mecatrónica/Electrónica,8,10,,,,,,,,,,,,,,
México,190421046,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421047,F,Ing. Mecatrónica/Electrónica,6,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,190421048,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421049,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421050,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421051,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421052,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421054,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421055,F,Tecnologías Computacionales,8,10,,,,,,,,,,,,,,
México,190421056,F,Ing. Bioquímica,6,10,,,,,,,,,,,,,,
México,190421057,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421058,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421059,F,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421060,F,Ing. Bioquímica,6,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,190421061,F,Ing. Bioquímica,6,10,,,,,,,,,,,,,,
México,190421062,M,Tecnologías Computacionales,6,10,,,,,,,,,,,,,,
México,190421063,M,Tecnologías Computacionales,6,10,,,,,,,,,,,,,,
México,190421064,M,Ing. Bioquímica,6,10,,,,,,,,,,,,,,
México,190421065,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421066,M,Administración ,6,10,,,,,,,,,,,,,,
México,190421067,F,Ing. Industrial,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,190421068,M,Ing. Industrial,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,190421069,F,Ing. Bioquímica,6,10,,,,,,,,,,,,,,
México,190421070,M,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421071,F,Ing. Ambiental,10,10,,,,,,,,,,,,,,
México,190421072,F,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421073,F,Ing. Ambiental,8,10,,,,,,,,,,,,,,
México,190421074,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421075,F,Administración ,6,10,,,,,,,,,,,,,,
México,190421076,M,Ing. Mecatrónica/Electrónica,Egresado,10,,,,,,,,,,,,,,
México,190421077,M,Ing. Gestión Empresarial,6,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Recommend,,,,,,
México,190421078,F,Ing. Gestión Empresarial,6,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,190421079,M,Administración ,8,10,Si,Si,,,,,,,,,,,,
México,190421080,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421081,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421082,M,Ing. Gestión Empresarial,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,190421083,M,Ing. Mecatrónica/Electrónica,6,10,,,,,,,,,,,,,,
México,190421084,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421085,M,Tecnologías Computacionales,8,10,Si,Si,,Do Not Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,190421086,F,Contabilidad,8,10,,,,,,,,,,,,,,
México,190421087,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421088,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421089,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421090,M,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421091,M,Ing. Industrial,10,10,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Highly Recommend,Highly Recommend,,,A1 - Low Beginner,,,
México,190421092,M,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421093,F,Ing. Bioquímica,6,10,,,,,,,,,,,,,,
México,190421094,M,Ing. Bioquímica,6,10,,,,,,,,,,,,,,
México,190421095,M,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421096,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421098,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421099,M,Ing. Mecatrónica/Electrónica,8,10,Si,Si,Si,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,190421100,M,Tecnologías Computacionales,8,10,,,,,,,,,,,,,,
México,190421101,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421102,F,Ing. Industrial,6,10,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Highly Recommend,,,B1 - Low Intermediate,,,
México,190421103,F,Administración ,10,10,,,,,,,,,,,,,,
México,190421104,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421105,F,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421106,M,Tecnologías Computacionales,8,10,,,,,,,,,,,,,,
México,190421107,M,Ing. Gestión Empresarial,10,10,,,,,,,,,,,,,,
México,190421108,M,Contabilidad,8,10,,,,,,,,,,,,,,
México,190421109,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421110,F,Contabilidad,8,10,,,,,,,,,,,,,,
México,190421111,M,Contabilidad,8,10,,,,,,,,,,,,,,
México,190421113,F,Administración ,6,10,,,,,,,,,,,,,,
México,190421114,M,Tecnologías Computacionales,8,10,,,,,,,,,,,,,,
México,190421115,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421116,F,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421117,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421118,M,Ing. Mecatrónica/Electrónica,6,10,,,,,,,,,,,,,,
México,190421119,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421120,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421121,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421122,M,Ing. Gestión Empresarial,Egresado,10,,,,,,,,,,,,,,
México,190421123,M,Ing. Ambiental,10,10,,,,,,,,,,,,,,
México,190421124,F,Ing. Industrial,9,10,,,,,,,,,,,,,,
México,190421125,M,Ing. Gestión Empresarial,9,10,,,,,,,,,,,,,,
México,190421126,F,Tecnologías Computacionales,Egresado,10,,,,,,,,,,,,,,
México,190421129,F,Ing. Ambiental,10,10,,,,,,,,,,,,,,
México,190421130,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421132,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421133,M,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421135,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421136,F,Ing. Industrial,Egresado,10,Si,,,,,,,,,,,,,
México,190421138,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421141,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421142,F,Administración ,6,10,,,,,,,,,,,,,,
México,190421143,M,Administración ,6,10,,,,,,,,,,,,,,
México,190421144,M,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421145,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421146,F,Contabilidad,6,10,,,,,,,,,,,,,,
México,190421147,M,Contabilidad,8,10,,,,,,,,,,,,,,
México,190421148,F,Contabilidad,8,10,,,,,,,,,,,,,,
México,190421149,F,Ing. Gestión Empresarial,8,10,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Recommend,,,,,,
México,190421150,F,Administración ,6,10,,,,,,,,,,,,,,
México,190421151,F,Ing. Gestión Empresarial,9,10,,,,,,,,,,,,,,
México,190421152,F,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421153,F,Ing. Gestión Empresarial,9,10,,,,,,,,,,,,,,
México,190421154,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421156,M,Tecnologías Computacionales,6,10,,,,,,,,,,,,,,
México,190421157,M,Ing. Gestión Empresarial,10,10,,,,,,,,,,,,,,
México,190421158,M,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421159,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421160,F,Ing. Gestión Empresarial,8,10,Si,Si,,,,,,,,,,,,
México,190421161,F,Administración ,8,10,,,,,,,,,,,,,,
México,190421162,M,Ing. Industrial,10,10,Si,,,,,,,,,,,,,
México,190421163,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421164,M,Administración ,6,10,,,,,,,,,,,,,,
México,190421165,F,Administración ,10,10,,,,,,,,,,,,,,
México,190421166,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421168,F,Ing. Mecatrónica/Electrónica,6,10,,,,,,,,,,,,,,
México,190421169,F,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421170,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421171,F,Contabilidad,10,10,,,,,,,,,,,,,,
México,190421172,M,Tecnologías Computacionales,9,10,,,,,,,,,,,,,,
México,190421175,M,Ing. Mecatrónica/Electrónica,8,10,,,,,,,,,,,,,,
México,190421176,M,Ing. Bioquímica,10,10,Si,,,,,,,,,,,,,
México,190421177,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421178,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421179,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421180,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421181,M,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421183,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421184,M,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421185,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421186,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421187,F,Ing. Industrial,7,10,,,,,,,,,,,,,,
México,190421188,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421189,M,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421190,F,Ing. Mecatrónica/Electrónica,6,10,,,,,,,,,,,,,,
México,190421191,F,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421192,F,Tecnologías Computacionales,6,10,,,,,,,,,,,,,,
México,190421193,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421194,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421195,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421196,M,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421197,M,Ing. Industrial,10,10,,,,,,,,,,,,,,
México,190421198,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421199,F,Tecnologías Computacionales,8,10,,,,,,,,,,,,,,
México,190421200,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421201,M,Administración ,6,10,,,,,,,,,,,,,,
México,190421202,M,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421204,F,Ing. Ambiental,10,10,,,,,,,,,,,,,,
México,190421206,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421207,M,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421208,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421209,M,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421210,M,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421211,M,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421212,F,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421213,M,Ing. Gestión Empresarial,9,10,,,,,,,,,,,,,,
México,190421214,M,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421215,M,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421216,M,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421218,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421219,M,Ing. Mecatrónica/Electrónica,10,10,,,,,,,,,,,,,,
México,190421220,M,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421222,F,Ing. Gestión Empresarial,6,10,,,,,,,,,,,,,,
México,190421223,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421225,F,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421226,M,Ing. Informática,10,10,,,,,,,,,,,,,,
México,190421227,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421228,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421229,M,Ing. Informática,9,10,,,,,,,,,,,,,,
México,190421230,F,Ing. Industrial,6,10,,,,,,,,,,,,,,
México,190421231,F,Administración ,8,10,,,,,,,,,,,,,,
México,190421232,M,Ing. Industrial,8,10,,,,,,,,,,,,,,
México,190421233,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421234,F,Administración ,8,10,,,,,,,,,,,,,,
México,190421235,F,Contabilidad,8,10,,,,,,,,,,,,,,
México,190421236,F,Administración ,8,10,,,,,,,,,,,,,,
México,190421237,M,Ing. Gestión Empresarial,9,10,,,,,,,,,,,,,,
México,190421238,M,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,190421239,F,Ing. Bioquímica,8,10,,,,,,,,,,,,,,
México,190421240,F,Administración ,8,10,,,,,,,,,,,,,,
México,190421241,F,Ing. Ambiental,8,10,,,,,,,,,,,,,,
México,190421242,M,Ing. Gestión Empresarial,9,10,Si,,,,,,,,,,,,,
México,190421243,F,Ing. Gestión Empresarial,8,10,,,,,,,,,,,,,,
México,200421001,M,Ing. Química,8,,Si,Si,,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,200421002,M,Ing. Química,9,,,,,,,,,,,,,,,
México,200421003,M,Ing. Química,4,,,,,,,,,,,,,,,
México,200421004,M,Ing. Química,8,,,,,,,,,,,,,,,
México,200421005,M,Ing. Química,4,,,,,,,,,,,,,,,
México,200421006,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421007,M,Ing. Mecánica,6,,,,,,,,,,,,,,,
México,200421008,F,Ing. Mecánica,6,,,,,,,,,,,,,,,
México,200421009,M,Ing. Química,8,,Si,,,,,,,,,,,,,
México,200421010,M,Ing. Química,6,,,,,,,,,,,,,,,
México,200421011,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421012,F,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421013,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421014,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421015,M,Ing. Mecánica,6,,,,,,,,,,,,,,,
México,200421016,F,Ing. Química,6,,Si,,,,,,,,,,,,,
México,200421017,M,Ing. Mecatrónica/Electrónica,4,,,,,,,,,,,,,,,
México,200421018,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421019,F,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421020,M,Ing. Mecánica,8,,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,Recommend,,,,,,
México,200421021,F,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421022,M,Ing. Mecatrónica/Electrónica,6,,,,,,,,,,,,,,,
México,200421023,F,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421024,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421025,M,Ing. Química,4,,,,,,,,,,,,,,,
México,200421026,M,Ing. Mecánica,9,,,,,,,,,,,,,,,
México,200421027,M,Ing. Mecatrónica/Electrónica,6,,,,,,,,,,,,,,,
México,200421028,F,Ing. Mecatrónica/Electrónica,4,,,,,,,,,,,,,,,
México,200421029,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421030,M,Ing. Mecatrónica/Electrónica,6,,,,,,,,,,,,,,,
México,200421031,F,Ing. Mecatrónica/Electrónica,8,,Si,,,,,,,,,,,,,
México,200421032,M,Ing. Química,4,,,,,,,,,,,,,,,
México,200421033,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421034,F,Ing. Química,4,,,,,,,,,,,,,,,
México,200421035,M,Ing. Mecánica,9,,,,,,,,,,,,,,,
México,200421036,F,Ing. Química,8,,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,200421037,M,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421038,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421039,M,Ing. Química,9,,,,,,,,,,,,,,,
México,200421040,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421041,M,Ing. Química,6,,,,,,,,,,,,,,,
México,200421042,M,Ing. Mecatrónica/Electrónica,6,,,,,,,,,,,,,,,
México,200421043,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421044,M,Ing. Mecánica,8,,Si,Si,,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,200421045,M,Ing. Mecánica,6,,,,,,,,,,,,,,,
México,200421046,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421047,M,Ing. Mecánica,6,,,,,,,,,,,,,,,
México,200421048,M,Ing. Mecatrónica/Electrónica,6,,,,,,,,,,,,,,,
México,200421049,M,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421050,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421051,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421052,M,Ing. Mecánica,6,,,,,,,,,,,,,,,
México,200421053,F,Ing. Química,6,,,,,,,,,,,,,,,
México,200421054,M,Ing. Química,6,,,,,,,,,,,,,,,
México,200421055,M,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421056,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421057,M,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421058,M,Ing. Mecánica,9,,,,,,,,,,,,,,,
México,200421059,M,Ing. Mecánica,9,,,,,,,,,,,,,,,
México,200421060,F,Ing. Química,8,,,,,,,,,,,,,,,
México,200421061,M,Ing. Química,Egresado,,Si,Si,Si,Highly Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,200421062,M,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421063,M,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421064,F,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421065,F,Ing. Química,4,,,,,,,,,,,,,,,
México,200421066,M,Ing. Mecatrónica/Electrónica,6,,,,,,,,,,,,,,,
México,200421067,M,Ing. Química,Egresado,,Si,,,,,,,,,,,,,
México,200421068,F,Ing. Química,Egresado,,Si,,,,,,,,,,,,,
México,200421069,M,Ing. Química,4,,,,,,,,,,,,,,,
México,200421070,M,Ing. Mecatrónica/Electrónica,4,,,,,,,,,,,,,,,
México,200421071,M,Ing. Mecatrónica/Electrónica,4,,,,,,,,,,,,,,,
México,200421072,M,Ing. Mecánica,9,,,,,,,,,,,,,,,
México,200421073,M,Ing. Química,6,,,,,,,,,,,,,,,
México,200421074,F,Ing. Mecánica,8,,,,,,,,,,,,,,,
México,200421075,M,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421076,M,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421077,M,Ing. Mecánica,Egresado,,,,,,,,,,,,,,,
México,200421078,F,Ing. Mecatrónica/Electrónica,9,,,,,,,,,,,,,,,
México,200421079,F,Ing. Química,Egresado,,Si,Si,Si,Do Not Recommend,Do Not Recommend,Highly Recommend,Do Not Recommend,Recommend,,,A2 - High Beginner,,,
México,200421080,F,Ing. Química,4,,,,,,,,,,,,,,,
México,200421081,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421082,F,Ing. Química,4,,,,,,,,,,,,,,,
México,200421083,M,Ing. Mecánica,6,,Si,Si,,Recommend,Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,,,,,,
México,200421084,M,Ing. Química,6,,,,,,,,,,,,,,,
México,200421085,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421086,M,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421087,M,Ing. Mecatrónica/Electrónica,8,,,,,,,,,,,,,,,
México,200421088,F,Ing. Química,Egresado,,,,,,,,,,,,,,,
México,200421089,M,Ing. Química,Egresado,,,,,,,,,,,,,,,
México,200421090,M,Ing. Química,8,,Si,Si,Si,Do Not Recommend,Highly Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,200421091,M,Ing. Mecatrónica/Electrónica,6,,,,,,,,,,,,,,,
México,200421092,M,Ing. Química,Egresado,,,,,,,,,,,,,,,
México,200421093,F,Ing. Mecánica,4,,,,,,,,,,,,,,,
México,200421094,M,Ing. Mecatrónica/Electrónica,6,,,,,,,,,,,,,,,
México,200421095,F,Ing. Química,6,,,,,,,,,,,,,,,
México,200421096,M,Ing. Química,Egresado,,,,,,,,,,,,,,,
México,200421097,M,Ing. Química,6,,,,,,,,,,,,,,,
México,200421098,F,Ing. Mecatrónica/Electrónica,9,,,,,,,,,,,,,,,
México,200421099,M,Ing. Química,Egresado,,Si,,,,,,,,,,,,,
México,200421100,M,Ing. Química,8,,Si,Si,Si,Highly Recommend,Do Not Recommend,Do Not Recommend,Do Not Recommend,Recommend,,,,,,
México,200421101,F,Ing. Química,6,,,,,,,,,,,,,,,
México,200421102,F,Ing. Química,6,,,,,,,,,,,,,,,
México,200421103,M,Ing. Química,6,,,,,,,,,,,,,,,
México,200421104,F,Ing. Química,8,,,,,,,,,,,,,,,
